avg price;overall_rating;name;club;nation;league;position;skills;weakfoot;foot;revision;pac;sho;pas;dri;def;phy
1933;80;Kamil Glik;AS Monaco Football Club SA;Poland;Ligue 1 Conforama;CB;2;2;Right;Normal;45;32;44;54;79;82
1800;83;Kevin Kampl;RB Leipzig;Slovenia;Bundesliga;CM;3;4;Right;Normal;76;67;80;85;63;62
600;76;Jackson Martínez;Portimonense SC;Colombia;Liga NOS;ST;3;4;Right;Normal;67;74;62;71;39;76
700;80;Alejandro Pozuelo Melero;Toronto FC;Spain;Major League Soccer;CAM;4;5;Right;Normal;66;73;78;83;50;60
533;75;Oliver Norwood;Sheffield United;Northern Ireland;Premier League;CM;2;3;Right;Normal;57;66;78;68;70;62
270667;85;Emmanuel Petit;Icons;France;Icons;LB;3;3;Left;Icon;80;73;80;78;86;83
700;76;Souleymane Bamba;Cardiff City;Côte d'Ivoire;EFL Championship;CB;2;3;Right;Normal;51;28;44;56;76;79
667;79;Stanislav Lobotka;RC Celta;Slovakia;LaLiga Santander;CM;4;4;Right;Normal;64;63;76;78;70;66
4033;83;Idrissa Gueye;Paris Saint-Germain;Senegal;Ligue 1 Conforama;CDM;3;3;Right;CL;73;59;70;78;85;78
467;79;Eric Dier;Tottenham Hotspur;England;Premier League;CDM;2;3;Right;Normal;54;63;71;65;80;84
1233;82;Lucas Torreira;Arsenal;Uruguay;Premier League;CDM;3;3;Right;Normal;75;67;77;80;81;75
5333;82;Nicolás Tagliafico;Ajax;Argentina;Eredivisie;LB;3;2;Left;CL;81;57;72;76;80;81
18167;85;Kostas Manolas;Napoli;Greece;Serie A TIM;CB;2;2;Right;CL;82;25;42;62;86;81
917;79;Héctor Junior Firpo Adamés;FC Barcelona;Spain;LaLiga Santander;LB;3;3;Left;Normal;85;64;72;74;75;76
650;75;Adrian Mariappa;Watford;Jamaica;Premier League;CB;2;3;Right;Normal;55;34;57;62;76;70
850;81;Henrikh Mkhitaryan;Roma;Armenia;Serie A TIM;RM;4;5;Right;Normal;78;76;78;82;55;66
500;76;Karim El Ahmadi;Al Ittihad;Morocco;Saudi Professional League;CDM;3;2;Right;Normal;62;62;71;73;71;77
371667;86;Frank Rijkaard;Icons;Holland;Icons;CDM;3;4;Right;Icon;70;67;77;75;86;81
750;79;Shoya Nakajima;FC Porto;Japan;Liga NOS;LM;4;4;Right;Normal;90;73;72;83;37;50
2000;82;Daniele Rugani;Piemonte Calcio;Italy;Serie A TIM;CB;2;3;Right;Normal;64;39;55;65;85;74
1367;78;Alfreð Finnbogason;FC Augsburg;Iceland;Bundesliga;ST;3;4;Right;Normal;66;81;62;74;33;69
1633;80;Sven Bender;Bayer 04 Leverkusen;Germany;Bundesliga;CB;2;4;Right;CL;65;51;62;61;82;77
5500;84;Stefan de Vrij;Inter;Holland;Serie A TIM;CB;2;4;Right;CL;66;41;62;68;86;74
717;79;Antonio Candreva;Inter;Italy;Serie A TIM;RM;4;4;Right;Normal;74;78;76;79;61;67
10600;78;Zelimkhan Bakaev;Spartak Moscow;Russia;League of Russia;CAM;3;3;Left;IF;89;75;73;79;38;64
363333;87;Philippe Coutinho Correia;FC Bayern München;Brazil;Bundesliga;CAM;5;4;Right;IF;80;82;86;91;53;65
1400;80;Matija Nastasic;FC Schalke 04;Serbia;Bundesliga;CB;2;2;Left;Normal;71;32;63;56;82;74
1000;79;Cristhian Stuani;Girona FC;Uruguay;LaLiga 1 I 2 I 3;ST;4;3;Right;Normal;69;78;69;75;48;82
500;75;Miha Zajc;Fenerbahçe SK;Slovenia;Süper Lig;CAM;4;3;Right;Normal;70;70;74;74;52;59
800;76;Edson Álvarez;Ajax;Mexico;Eredivisie;CB;2;4;Right;Normal;70;53;66;68;75;75
239000;85;Rui Manuel César Costa;Icons;Portugal;Icons;CAM;4;4;Right;Icon;84;76;84;83;42;75
24250;85;Marcelo Vieira da Silva;Real Madrid;Brazil;LaLiga Santander;LB;5;4;Left;CL;81;74;83;89;77;79
438333;88;Patrick Kluivert;Icons;Holland;Icons;ST;4;4;Right;Icon;86;84;79;82;39;81
1100;77;Andreas Hugo Hoelgebaum Pereira;Manchester United;Brazil;Premier League;CM;4;4;Right;Normal;73;74;78;78;66;69
900;77;Sebastian De Maio;Udinese;France;Serie A TIM;CB;2;3;Right;Normal;57;33;38;55;79;79
61167;88;Paulo Dybala;Piemonte Calcio;Argentina;Serie A TIM;CAM;4;3;Left;CL;83;82;84;90;43;64
750;75;Mason Mount;Chelsea;England;Premier League;CAM;3;4;Right;Normal;71;68;74;76;46;53
1133;78;Jonathan Bamba;LOSC Lille;France;Ligue 1 Conforama;LM;4;3;Right;CL;89;75;69;82;36;62
750;77;Sergio Reguilón Rodríguez;Sevilla FC;Spain;LaLiga Santander;LB;2;3;Left;Normal;78;50;71;73;75;69
9300;84;Lucas Hernández;FC Bayern München;France;Bundesliga;CB;2;3;Left;CL;81;54;70;71;83;82
1067;79;Antonio Candreva;Inter;Italy;Serie A TIM;RM;4;4;Right;CL;74;78;76;79;61;67
155333;87;Philippe Coutinho Correia;FC Bayern München;Brazil;Bundesliga;LW;5;4;Right;OTW;80;82;86;91;53;65
2500;83;Andrés Iniesta Luján;Vissel Kobe;Spain;Meiji Yasuda J1 League;CM;4;4;Right;Normal;64;70;86;87;62;60
153000;85;Trent Alexander-Arnold;Liverpool;England;Premier League;RB;3;4;Right;IF;82;65;84;79;81;72
766000;85;Michael Essien;Icons;Ghana;Icons;CDM;3;3;Right;Icon;83;72;75;78;85;87
1533;80;Fedor Smolov;Lokomotiv Moscow;Russia;League of Russia;ST;4;4;Right;CL;86;81;70;76;32;73
17417;81;Luis Rodríguez;Tigres U.A.N.L.;Mexico;LIGA Bancomer MX;RB;3;2;Right;IF;88;66;78;81;78;80
500;75;Serhiy Sydorchuk;FC Dynamo Kyiv;Ukraine;Ukraine Liga;CDM;3;3;Right;Normal;66;59;66;69;71;72
2600;75;Moussa Niakhaté;1. FSV Mainz 05;France;Bundesliga;CB;2;3;Left;Normal;72;39;59;64;74;79
2000;80;Raúl Jiménez;Wolverhampton Wanderers;Mexico;Premier League;ST;3;4;Right;Normal;78;78;71;75;47;79
663000;87;Gianluca Zambrotta;Icons;Italy;Icons;LB;4;5;Right;Icon;87;70;82;82;86;85
1367;82;Emil Forsberg;RB Leipzig;Sweden;Bundesliga;CAM;4;4;Right;CL;70;71;81;83;33;62
24167;85;Frenkie de Jong;FC Barcelona;Holland;LaLiga Santander;CM;4;3;Right;CL;79;64;84;88;76;76
717;75;Sebastián Palacios;Independiente;Argentina;SAF;RM;3;3;Right;Normal;89;70;65;78;36;65
700;76;Renato Ibarra;Club América;Ecuador;LIGA Bancomer MX;RM;3;3;Right;Normal;92;65;70;76;53;74
14417;84;Alassane Pléa;Borussia Mönchengladbach;France;Bundesliga;ST;4;3;Right;IF;79;85;80;81;42;77
1667;83;Charles Aránguiz;Bayer 04 Leverkusen;Chile;Bundesliga;CM;3;4;Right;Normal;63;72;82;81;74;73
550;75;Alper Potuk;Fenerbahçe SK;Turkey;Süper Lig;CAM;3;4;Right;Normal;79;65;71;77;52;70
6800;82;Gabriel Armando de Abreu;Valencia CF;Brazil;LaLiga Santander;CB;2;2;Right;CL;71;49;69;65;83;81
650;75;Gonzalo Melero Manzanares;Levante UD;Spain;LaLiga Santander;CDM;3;3;Right;Normal;61;73;71;70;73;71
1033;80;Roberto Pereyra;Watford;Argentina;Premier League;LM;4;4;Right;Normal;75;73;79;83;61;67
1000;79;Denis Cheryshev;Valencia CF;Russia;LaLiga Santander;LM;3;4;Left;Normal;77;79;78;77;55;67
149333;89;Sergio Agüero;Manchester City;Argentina;Premier League;ST;4;4;Right;Normal;80;90;77;88;33;74
4067;83;Gonçalo Manuel Ganchinho Guedes;Valencia CF;Portugal;LaLiga Santander;LM;4;4;Right;CL;90;79;76;83;36;70
817;79;Daniele Baselli;Torino;Italy;Serie A TIM;CM;4;3;Right;Normal;71;73;79;81;66;68
500;76;Adrian Mierzejewski;Chongqing Lifan FC;Poland;CSL;CAM;4;4;Left;Normal;73;74;73;76;45;73
950;75;Rodrigo Ely;D. Alavés;Brazil;LaLiga Santander;CB;2;2;Right;Normal;58;32;43;53;75;76
500;75;Jorge Valdivia;CD Viñazur;Chile;Campeonato Scotiabank;CAM;4;4;Right;Normal;59;65;76;76;40;62
7100;82;Thorgan Hazard;Borussia Dortmund;Belgium;Bundesliga;RM;4;4;Right;Normal;82;77;80;85;47;64
650;75;Rasmus Falk;FC København;Denmark;Superliga;CM;4;4;Right;Normal;84;64;71;80;58;72
8433;85;Rodrigo Hernández Cascante;Manchester City;Spain;Premier League;CDM;3;4;Right;Normal;67;68;77;78;82;80
428333;87;Ian Wright;Icons;England;Icons;ST;3;4;Right;Icon;85;89;69;82;40;75
3433;83;Pablo Sarabia García;Paris Saint-Germain;Spain;Ligue 1 Conforama;CAM;4;4;Left;CL;75;76;82;84;57;57
5467;83;Federico Bernardeschi;Piemonte Calcio;Italy;Serie A TIM;RM;5;3;Left;CL;81;75;81;87;60;66
1300;76;Silvan Widmer;FC Basel;Switzerland;Raiffeisen Super League;RB;3;3;Right;Normal;80;64;73;76;72;78
583;77;Roger Martí Salvador;Levante UD;Spain;LaLiga Santander;ST;3;3;Right;Normal;76;78;60;74;41;69
600;77;Ashley Westwood;Burnley;England;Premier League;CM;3;3;Right;Normal;60;60;79;74;74;76
13417;82;Nicolas Pallois;FC Nantes;France;Ligue 1 Conforama;CB;2;2;Left;IF;52;56;63;61;83;87
900;78;Mauro Zárate;Buenos Aires;Argentina;SAF;ST;4;3;Right;Normal;77;80;70;84;42;68
1733;75;Marcelo Saracchi;RB Leipzig;Uruguay;Bundesliga;LB;3;3;Left;Normal;77;65;72;74;72;72
817;75;Christian Kouamé;Genoa;Côte d'Ivoire;Serie A TIM;ST;3;4;Right;Normal;84;71;61;75;40;70
13000;86;Marco Verratti;Paris Saint-Germain;Italy;Ligue 1 Conforama;CM;4;4;Right;CL;65;60;84;90;79;66
1967;79;Christian Pulisic;Chelsea;United States;Premier League;LW;4;4;Right;CL;90;68;70;83;36;58
850;80;Steven Nzonzi;Galatasaray SK;France;Süper Lig;CDM;2;3;Right;Normal;42;55;71;69;79;86
2067;78;Stevan Jovetic;AS Monaco Football Club SA;Montenegro;Ligue 1 Conforama;ST;3;4;Right;Normal;67;80;76;80;35;63
1700;82;Harry Maguire;Manchester United;England;Premier League;CB;2;3;Right;Normal;50;53;64;70;81;84
1967;83;Arkadiusz Milik;Napoli;Poland;Serie A TIM;ST;4;3;Left;Normal;69;85;64;76;39;74
270333;87;Anderson Luís de Souza;Icons;Portugal;Icons;CAM;4;3;Right;Icon;80;77;87;87;45;63
2300;79;Benjamin Pavard;FC Bayern München;France;Bundesliga;CB;3;3;Right;CL;69;47;72;70;81;74
29333;87;Aymeric Laporte;Manchester City;France;Premier League;CB;2;3;Left;Normal;64;50;71;69;88;82
750;75;Caio Canedo Corrêa;Al Ain FC;Brazil;UAE Gulf League;ST;3;4;Right;Normal;82;75;66;77;29;66
387000;87;Javier Zanetti;Icons;Argentina;Icons;LB;2;4;Right;Icon;88;59;82;80;83;80
700;77;Rodolfo Pizarro;Monterrey;Mexico;LIGA Bancomer MX;CAM;3;4;Right;Normal;82;70;74;78;64;74
667;76;Theo Bongonda;KRC Genk;Belgium;Belgium Pro League;LM;4;3;Left;Normal;82;68;70;82;26;55
1089667;90;George Best;Icons;Northern Ireland;Icons;RW;4;4;Right;Icon;90;90;83;93;57;70
850;80;Manuel Trigueros Muñoz;Villarreal CF;Spain;LaLiga Santander;CM;4;4;Right;Normal;60;73;78;77;70;66
883;76;Christopher Schindler;Huddersfield Town;Germany;EFL Championship;CB;2;3;Right;Normal;63;32;57;56;77;75
667;78;Ryan Bertrand;Southampton;England;Premier League;LB;3;3;Left;Normal;76;53;70;76;76;70
1000;81;Wout Weghorst;VfL Wolfsburg;Holland;Bundesliga;ST;3;3;Right;Normal;63;80;59;69;39;83
600;76;Kyriakos Papadopoulos;Hamburger SV;Greece;Bundesliga 2;CB;2;3;Right;Normal;52;40;47;46;76;78
3033;80;Daniel Wass;Valencia CF;Denmark;LaLiga Santander;CM;3;3;Right;CL;73;77;81;77;76;75
983;77;Noussair Mazraoui;Ajax;Morocco;Eredivisie;RB;3;3;Right;CL;81;59;72;80;72;69
1233;77;Lorenzo Tonelli;Napoli;Italy;Serie A TIM;CB;2;3;Right;CL;64;31;44;60;79;71
3000;75;Marcos Nascimento Teixeira;Galatasaray SK;Brazil;Süper Lig;CB;2;2;Left;CL;59;32;51;56;75;74
500;75;Valon Behrami;FC Sion;Switzerland;Raiffeisen Super League;CDM;3;3;Right;Normal;62;64;71;71;74;74
15167;83;Trent Alexander-Arnold;Liverpool;England;Premier League;RB;3;4;Right;CL;80;62;82;78;78;70
800;80;Diogo José Teixeira da Silva;Wolverhampton Wanderers;Portugal;Premier League;LF;4;5;Right;Normal;83;77;70;84;53;76
5600;84;Serge Gnabry;FC Bayern München;Germany;Bundesliga;RM;4;4;Right;Normal;90;82;75;85;43;69
683;75;Moussa Konaté;Amiens SC;Senegal;Ligue 1 Conforama;ST;3;4;Right;Normal;83;71;55;73;23;66
484000;84;Éder Gabriel Militão;Real Madrid;Brazil;LaLiga Santander;CB;2;2;Right;UCL LIVE;81;54;72;75;84;84
2600;80;Moussa Dembélé;Olympique Lyonnais;France;Ligue 1 Conforama;ST;4;3;Right;CL;82;77;61;76;30;81
767;75;Scott Dann;Crystal Palace;England;Premier League;CB;2;3;Right;Normal;32;40;48;49;76;65
883;75;Dominick Drexler;1. FC Köln;Germany;Bundesliga;CAM;3;3;Right;Normal;75;63;72;77;40;57
1000;75;Andy Carroll;Newcastle United;England;Premier League;ST;2;3;Left;Normal;44;77;61;67;44;80
1600;77;Stefan Lainer;Borussia Mönchengladbach;Austria;Bundesliga;RB;3;4;Right;Normal;85;64;68;72;70;77
1117;76;Jonathan De Guzmán;Eintracht Frankfurt;Holland;Bundesliga;CM;3;4;Right;Normal;66;73;79;78;54;67
750;78;Baptiste Santamaria;Angers SCO;France;Ligue 1 Conforama;CDM;3;2;Right;Normal;64;63;73;76;75;73
2633;82;Vedran Corluka;Lokomotiv Moscow;Croatia;League of Russia;CB;3;3;Right;CL;58;49;65;68;81;82
10583;82;Nicolás Lodeiro;Seattle Sounders FC;Uruguay;Major League Soccer;CAM;4;4;Left;IF;72;75;85;83;52;74
850;75;Krépin Diatta;Club Brugge KV;Senegal;Belgium Pro League;LW;3;4;Right;Normal;93;67;66;78;47;63
1033;77;Pablo Nascimento Castro;FC Girondins de Bordeaux;Brazil;Ligue 1 Conforama;CB;2;2;Right;Normal;58;52;48;60;79;77
172333;89;Sergio Agüero;Manchester City;Argentina;Premier League;ST;4;4;Right;CL;80;90;77;88;33;74
1067;76;Isaac Brizuela;Guadalajara;Mexico;LIGA Bancomer MX;RM;4;4;Right;Normal;89;67;69;80;45;71
933;79;Petros Matheus dos Santos Araujo;Al Nassr;Brazil;Saudi Professional League;CDM;3;3;Right;Normal;70;67;73;76;74;77
36250;84;João Pedro Cavaco Cancelo;Manchester City;Portugal;Premier League;RB;4;3;Right;CL;90;65;80;84;78;71
550;75;Julio Furch;Santos Laguna;Argentina;LIGA Bancomer MX;ST;3;3;Right;Normal;56;75;61;66;39;79
483;75;Joe Lolley;Nottingham Forest;England;EFL Championship;RM;4;3;Left;Normal;84;67;69;78;49;56
750;77;Danilo Larangeira;Bologna;Brazil;Serie A TIM;CB;2;3;Right;Normal;48;40;49;54;80;63
617;76;Thomas Monconduit;Amiens SC;France;Ligue 1 Conforama;CDM;2;3;Right;Normal;64;55;72;70;75;77
983;76;Eduardo Henrique da Silva;Sporting CP;Brazil;Liga NOS;CM;3;3;Right;Normal;72;68;74;74;71;77
750;75;Matt Ritchie;Newcastle United;Scotland;Premier League;LWB;4;4;Left;Normal;73;74;76;76;65;69
683;75;Neal Maupay;Brighton & Hove Albion;France;Premier League;ST;3;3;Right;Normal;75;73;66;72;41;69
30333;84;Ousmane Dembélé;FC Barcelona;France;LaLiga Santander;RW;5;5;Left;CL;93;79;80;87;36;57
500;75;Ádám Nagy;Bristol City;Hungary;EFL Championship;CDM;3;5;Right;Normal;70;54;76;79;72;61
700;75;William Troost-Ekong;Udinese;Nigeria;Serie A TIM;CB;2;3;Right;Normal;65;32;45;45;76;77
25750;80;Ferland Mendy;Real Madrid;France;LaLiga Santander;LB;4;5;Left;Normal;89;64;73;79;75;81
1167;77;Ermin Bicakcic;TSG 1899 Hoffenheim;Bosnia and Herzegovina;Bundesliga;CB;2;3;Right;Normal;57;37;50;48;78;78
2700;83;Dakonam Djené;Getafe CF;Togo;LaLiga Santander;CB;2;4;Right;Normal;72;37;61;62;83;79
600;75;James McCarthy;Crystal Palace;Republic of Ireland;Premier League;CDM;3;4;Right;Normal;58;60;73;73;74;65
9300;84;Felipe Anderson Pereira Gomes;West Ham United;Brazil;Premier League;LM;4;4;Right;Normal;89;77;79;88;55;61
550;77;Enes Ünal;R. Valladolid CF;Turkey;LaLiga Santander;ST;3;3;Right;Normal;72;77;64;75;36;78
400;75;Adel Taarabt;SL Benfica;Morocco;Liga NOS;CAM;4;4;Right;Normal;67;68;71;82;37;61
231000;90;Mohamed Salah;Liverpool;Egypt;Premier League;RW;4;3;Left;Normal;93;86;81;89;45;74
1000;79;Denis Cheryshev;Valencia CF;Russia;LaLiga Santander;LM;3;4;Left;CL;77;79;78;77;55;67
14833;84;Aleksandar Kolarov;Roma;Serbia;Serie A TIM;LB;3;3;Left;IF;71;77;83;79;84;81
967;76;Andrija Živkovic;SL Benfica;Serbia;Liga NOS;RM;4;3;Left;CL;75;69;74;82;57;51
47750;88;Christian Eriksen;Tottenham Hotspur;Denmark;Premier League;CAM;4;5;Right;Normal;73;81;90;84;53;63
2467;76;Marcel Schmelzer;Borussia Dortmund;Germany;Bundesliga;LB;2;2;Left;Normal;74;48;67;66;76;76
650;75;Júnior Fernandes;Alanyaspor;Chile;Süper Lig;LM;4;4;Right;Normal;78;74;69;76;35;75
1367;77;Philipp Max;FC Augsburg;Germany;Bundesliga;LB;3;3;Left;Normal;81;52;77;75;70;72
7100;81;Éder Gabriel Militão;Real Madrid;Brazil;LaLiga Santander;CB;2;2;Right;Normal;79;50;66;71;81;81
500;76;Jordy Clasie;AZ;Holland;Eredivisie;CM;3;3;Right;Normal;63;64;77;75;67;69
883;75;Nacer Chadli;RSC Anderlecht;Belgium;Belgium Pro League;LW;4;4;Right;Normal;71;73;74;76;47;75
983;75;Marko Pjaca;Piemonte Calcio;Croatia;Serie A TIM;LW;3;4;Right;CL;77;67;74;83;41;67
1933;79;Mariano Díaz Mejía;Real Madrid;Dominican Republic;LaLiga Santander;ST;3;4;Right;CL;82;80;61;73;45;80
650;77;Fransérgio Rodrigues Barbosa;SC Braga;Brazil;Liga NOS;CM;3;3;Right;Normal;58;73;73;71;71;81
15250;82;Alexandr Golovin;AS Monaco Football Club SA;Russia;Ligue 1 Conforama;CM;4;4;Right;IF;84;76;79;84;68;70
6000;84;Képler Laveran Lima Ferreira;FC Porto;Portugal;Liga NOS;CB;2;3;Right;Normal;67;51;57;61;85;85
1100;79;Shinji Kagawa;R. Zaragoza;Japan;LaLiga 1 I 2 I 3;CAM;4;4;Right;Normal;62;67;75;84;54;45
833;81;Lisandro López;Racing Club;Argentina;SAF;ST;4;4;Right;Normal;75;82;73;80;50;70
32167;82;Denzel Dumfries;PSV;Holland;Eredivisie;RB;3;3;Right;UEL LIVE;84;54;74;77;81;89
867;76;Fabian Lustenberger;BSC Young Boys;Switzerland;Raiffeisen Super League;CB;2;3;Right;Normal;58;37;60;65;78;70
500;78;Jonathan dos Santos;LA Galaxy;Mexico;Major League Soccer;CM;3;4;Right;Normal;72;67;78;78;68;70
12500;84;Riyad Mahrez;Manchester City;Algeria;Premier League;RW;5;4;Left;CL;84;78;79;89;38;59
717;75;Ahmed Hegazi;West Bromwich Albion;Egypt;EFL Championship;CB;2;2;Right;Normal;52;20;44;54;75;80
652667;85;Rio Ferdinand;Icons;England;Icons;CB;3;3;Right;Icon;84;48;65;70;84;83
38000;89;Robert Lewandowski;FC Bayern München;Poland;Bundesliga;ST;4;4;Right;CL;77;87;74;85;41;82
2167;80;Erik Lamela;Tottenham Hotspur;Argentina;Premier League;RM;4;2;Left;CL;75;77;79;82;51;72
14250;82;Serge Aurier;Tottenham Hotspur;Côte d'Ivoire;Premier League;RB;3;3;Right;IF;80;62;78;79;80;79
700;77;Sergio Guardiola Navarro;R. Valladolid CF;Spain;LaLiga Santander;ST;3;3;Left;Normal;76;77;62;76;30;77
1000;80;Diego Perotti;Roma;Argentina;Serie A TIM;LW;4;4;Right;Normal;75;70;77;86;42;57
567;77;Gustavo Bou;New England Revolution;Argentina;Major League Soccer;ST;4;4;Right;Normal;78;76;69;77;30;72
500;77;Mauricio Pereyra;Orlando City Soccer Club;Uruguay;Major League Soccer;CM;4;2;Right;Normal;73;71;77;78;54;63
1367;78;Yerry Mina;Everton;Colombia;Premier League;CB;2;3;Right;Normal;51;54;55;57;78;80
1300;80;Aïssa Mandi;Real Betis;Algeria;LaLiga Santander;CB;2;3;Right;Normal;66;46;74;71;81;72
1200;78;Nico Elvedi;Borussia Mönchengladbach;Switzerland;Bundesliga;CB;3;3;Right;Normal;71;34;62;69;78;75
2367;80;Kevin Strootman;Olympique de Marseille;Holland;Ligue 1 Conforama;CM;3;3;Left;Normal;57;72;80;73;77;80
733;79;Jean-Philippe Gbamin;Everton;Côte d'Ivoire;Premier League;CDM;3;3;Right;Normal;80;57;73;74;78;83
3700;83;Marc Bartra Aregall;Real Betis;Spain;LaLiga Santander;CB;3;3;Right;Normal;73;61;73;73;82;74
900;78;Domenico Berardi;Sassuolo;Italy;Serie A TIM;RW;4;3;Left;Normal;77;77;74;81;37;67
331667;87;Gary Lineker;Icons;England;Icons;ST;3;4;Right;Icon;84;88;70;81;40;75
12250;85;Romelu Lukaku;Inter;Belgium;Serie A TIM;ST;3;4;Left;CL;75;82;73;72;35;84
750;75;Matt Phillips;West Bromwich Albion;Scotland;EFL Championship;RM;4;4;Right;Normal;82;70;71;75;43;70
1633;80;Simone Verdi;Torino;Italy;Serie A TIM;LM;4;5;Left;Normal;86;73;80;83;48;53
567;77;Fayçal Fajr;Getafe CF;Morocco;LaLiga Santander;CM;3;4;Right;Normal;63;73;79;76;68;67
15083;81;Moussa Sissoko;Tottenham Hotspur;France;Premier League;CM;3;3;Right;CL;80;70;78;79;79;89
800;77;Yannick Gerhardt;VfL Wolfsburg;Germany;Bundesliga;CM;3;3;Left;Normal;71;67;74;76;73;75
1108000;89;Sócrates Vieira de Oliveira;Icons;Brazil;Icons;CAM;4;5;Right;Icon;82;88;88;88;46;83
383;75;Nicolás Domingo;Independiente;Argentina;SAF;CDM;3;3;Right;Normal;51;61;67;69;74;71
6300;83;Alejandro Grimaldo García;SL Benfica;Spain;Liga NOS;LB;3;2;Left;Normal;85;63;79;84;77;71
967;75;Bruno Vinícius Souza Ramos;Portimonense SC;Brazil;Liga NOS;RW;4;3;Left;Normal;81;67;71;79;40;60
1600;79;André Miguel Valente da Silva;Eintracht Frankfurt;Portugal;Bundesliga;ST;4;3;Right;;77;75;63;78;43;75
850;77;Anaitz Arbilla Zabala;SD Eibar;Spain;LaLiga Santander;CB;2;4;Right;Normal;59;56;71;67;75;76
500;75;Vitaliy Buyalskyi;FC Dynamo Kyiv;Ukraine;Ukraine Liga;CM;3;4;Right;Normal;71;67;70;76;67;49
1000;78;Guillermo Maripán;AS Monaco Football Club SA;Chile;Ligue 1 Conforama;CB;2;2;Right;Normal;40;33;48;48;78;79
900;78;Admir Mehmedi;VfL Wolfsburg;Switzerland;Bundesliga;CF;3;3;Right;Normal;71;77;71;80;44;68
500;76;Gaku Shibasaki;RC Deportivo;Japan;LaLiga 1 I 2 I 3;CAM;4;3;Right;Normal;68;68;75;76;68;64
2333;80;Keita Baldé;AS Monaco Football Club SA;Senegal;Ligue 1 Conforama;RM;4;4;Right;Normal;91;76;72;83;29;69
900;78;Declan Rice;West Ham United;England;Premier League;CDM;2;3;Right;Normal;62;37;64;68;77;77
2400;79;Serge Aurier;Tottenham Hotspur;Côte d'Ivoire;Premier League;RB;3;3;Right;CL;77;59;73;76;77;76
1400;81;Jardel Nivaldo Vieira;SL Benfica;Brazil;Liga NOS;CB;2;2;Right;Normal;55;42;54;54;82;79
867;75;Sebastian Langkamp;SV Werder Bremen;Germany;Bundesliga;CB;2;3;Right;Normal;52;29;48;44;77;73
900;80;Luís Carlos Almeida da Cunha;Orlando City Soccer Club;Portugal;Major League Soccer;LW;5;5;Right;Normal;72;75;79;86;37;62
10500;76;John Lundstram;Sheffield United;England;Premier League;CM;2;5;Right;IF;74;68;73;71;78;80
500;75;Dame N'Doye;FC København;Senegal;Superliga;ST;3;3;Right;Normal;71;73;60;70;39;80
1900;82;Joel Matip;Liverpool;Cameroon;Premier League;CB;2;2;Right;Normal;61;46;68;67;83;76
49417;84;Thomas Delaney;Borussia Dortmund;Denmark;Bundesliga;CDM;3;4;Left;IF;79;75;77;77;85;84
3433;81;José Luís Gayà Peña;Valencia CF;Spain;LaLiga Santander;LB;4;3;Left;CL;85;61;77;80;75;69
567;75;Darlington Nagbe;Atlanta United;United States;Major League Soccer;CM;4;3;Right;Normal;80;64;70;81;63;70
1800;76;Eliaquim Mangala;Valencia CF;France;LaLiga Santander;CB;2;4;Left;CL;61;42;53;51;74;79
567;75;Harvey Barnes;Leicester City;England;Premier League;LW;3;4;Right;Normal;78;69;71;76;45;57
567;75;Lisandro Magallán;D. Alavés;Argentina;LaLiga Santander;CB;2;3;Right;;56;38;52;59;75;79
3733;82;Ángel Correa;Atlético Madrid;Argentina;LaLiga Santander;RM;4;4;Right;CL;83;80;75;86;54;65
1200;75;Lucas Pedro Alves de Lima;Al Ahli;Brazil;Saudi Professional League;LB;3;1;Left;;73;57;72;72;71;71
1900;78;David López Silva;RCD Espanyol;Spain;LaLiga Santander;CB;2;3;Right;Normal;54;60;67;66;78;78
700;76;Jermain Defoe;Rangers FC;England;Scottish Premiership;ST;3;4;Right;Normal;67;82;60;76;26;56
2567;81;Jardel Nivaldo Vieira;SL Benfica;Brazil;Liga NOS;CB;2;2;Right;CL;55;42;54;54;82;79
22167;86;Zlatan Ibrahimovic;LA Galaxy;Sweden;Major League Soccer;ST;5;4;Right;IF;57;89;79;80;35;79
7367;85;Mauro Icardi;Paris Saint-Germain;Argentina;Ligue 1 Conforama;ST;3;4;Right;;75;84;61;77;36;69
1000;75;Robert Skov;TSG 1899 Hoffenheim;Denmark;Bundesliga;RW;3;3;Left;Normal;82;77;73;75;46;72
1500;75;Christian Fassnacht;BSC Young Boys;Switzerland;Raiffeisen Super League;RM;3;3;Right;Normal;82;70;68;74;33;69
1933;75;Youssouf Koné;Olympique Lyonnais;Mali;Ligue 1 Conforama;LB;3;3;Left;CL;84;47;64;74;71;72
850;79;Karl Toko-Ekambi;Villarreal CF;Cameroon;LaLiga Santander;ST;3;4;Right;Normal;79;78;67;78;27;68
850;78;Michael Ngadeu;KAA Gent;Cameroon;Belgium Pro League;CB;2;5;Right;Normal;68;53;59;67;78;83
1200;80;Munas Dabbur;Sevilla FC;Israel;LaLiga Santander;ST;4;4;Right;Normal;75;78;65;77;32;72
700;78;Gonzalo Martínez;Atlanta United;Argentina;Major League Soccer;CAM;4;2;Left;Normal;88;75;71;82;34;62
750;78;Manuel García Sánchez;D. Alavés;Spain;LaLiga Santander;CM;2;3;Left;Normal;44;69;73;71;77;77
600;76;Guilherme dos Santos Torres;Olympiacos CFP;Brazil;Hellas Liga;CDM;3;4;Right;Normal;67;64;72;69;72;78
